,(Percent * Avg Return)/(Contract * Day),Strike Date,Call Strike,Call Bid Price,Call Size,Put Strike,Put Bid Price,Put Size,Percent Chance In Money
0,1.7812404362993812,2020-01-17,2.0,37.65,0.0,70.0,30.25,2.0,49.98998998998999
1,1.7092173881373494,2020-01-17,2.0,37.65,0.0,70.0,30.25,1.0,49.74974974974975
2,1.6508808631309144,2020-01-17,2.0,37.65,0.0,65.0,25.25,2.0,49.98998998998999
3,1.5999771244911574,2020-02-21,16.0,23.75,0.0,70.0,30.25,2.0,50.72434607645875
4,1.5794842926933612,2020-01-17,2.0,37.65,0.0,65.0,25.25,1.0,49.74974974974975
5,1.5549757001954034,2020-02-21,16.0,23.75,0.0,70.0,30.25,1.0,50.543259557344065
6,1.5069802051742658,2019-12-20,14.0,25.7,0.0,70.0,30.2,2.0,51.126620139581256
7,1.4999224672167986,2019-12-20,14.0,25.7,0.0,60.0,20.25,2.0,51.42572283150548
8,1.4724298674828173,2019-12-20,14.0,25.7,0.0,65.0,25.2,2.0,51.126620139581256
9,1.3613274385595002,2019-12-20,14.0,25.7,0.0,70.0,30.2,1.0,50.68793619142572
10,1.357327587891462,2019-12-20,14.0,25.7,0.0,60.0,20.25,1.0,51.126620139581256
11,1.3338258213889653,2019-12-13,25.0,14.7,0.0,70.0,30.2,2.0,51.494023904382466
12,1.3270735546235943,2019-12-20,14.0,25.7,0.0,65.0,25.2,1.0,50.68793619142572
13,1.321031123394695,2020-01-17,2.0,37.65,0.0,60.0,20.25,2.0,49.98998998998999
14,1.3169121049145482,2019-12-13,25.0,14.7,0.0,65.0,25.2,2.0,51.494023904382466
15,1.2512197339250368,2020-01-17,2.0,37.65,0.0,60.0,20.25,1.0,49.74974974974975
16,1.2455836815815955,2019-12-13,25.0,14.7,0.0,60.0,20.2,2.0,51.494023904382466
17,1.2178120935120071,2020-02-21,16.0,23.75,0.0,65.0,25.2,2.0,50.543259557344065
18,1.1774587415389781,2019-12-20,14.0,25.7,0.0,55.0,15.25,2.0,51.42572283150548
19,1.1771151353246452,2020-02-21,16.0,23.75,0.0,65.0,25.2,1.0,50.482897384305836
20,1.1410437622423037,2019-12-13,25.0,14.7,0.0,70.0,30.2,1.0,51.05577689243028
21,1.1242739922910732,2019-12-13,25.0,14.7,0.0,65.0,25.2,1.0,51.05577689243028
22,1.119734001985321,2020-04-17,16.0,23.75,0.0,70.0,30.2,2.0,50.66937119675457
23,1.102695545977694,2020-01-17,70.0,0.02,1.0,70.0,30.25,2.0,49.74974974974975
24,1.0933027834908733,2020-04-17,16.0,23.75,0.0,70.0,30.2,1.0,50.56795131845841
25,1.0645593954252728,2020-01-17,65.0,0.03,1.0,70.0,30.25,2.0,49.78978978978979
26,1.0535526193694642,2019-12-13,25.0,14.7,0.0,60.0,20.2,1.0,51.05577689243028
27,1.0367393782606238,2019-12-20,14.0,25.7,0.0,55.0,15.25,1.0,51.126620139581256
28,1.024362876409612,2019-12-13,25.0,14.7,0.0,55.0,15.2,2.0,51.494023904382466
29,1.0162068156817017,2020-01-17,70.0,0.02,1.0,65.0,25.25,2.0,49.74974974974975
30,1.0125163403290502,2019-12-06,24.5,15.15,0.0,70.0,30.2,2.0,50.98507462686567
31,1.0110112598213121,2019-12-06,24.5,15.15,0.0,65.0,25.2,2.0,50.98507462686567
32,0.9937441210814724,2019-12-06,24.5,15.15,0.0,60.0,20.2,2.0,50.98507462686567
