,(Percent * Avg Return)/(Contract * Day),Strike Date,Call Strike,Call Bid Price,Call Size,Put Strike,Put Bid Price,Put Size,Percent Chance In Money
0,0.9238943585136471,2020-02-21,42.5,41.65,0.0,90.0,6.5,3.0,65.52208835341365
1,0.48002428567372835,2020-02-21,42.5,41.65,0.0,87.5,4.7,3.0,67.79116465863454
2,2.027509242356273,2020-05-15,42.5,41.65,0.0,110.0,25.75,3.0,66.03658536585367
3,2.0092622875863295,2020-05-15,42.5,41.65,0.0,105.0,20.8,3.0,66.17886178861788
4,2.004785435307797,2020-05-15,42.5,41.65,0.0,120.0,35.7,3.0,65.8739837398374
5,2.0000012472840103,2020-05-15,42.5,41.65,0.0,115.0,30.7,3.0,65.8739837398374
6,1.8429055746817726,2020-05-15,42.5,41.65,0.0,95.0,11.55,3.0,68.35365853658537
7,1.8081726403552343,2020-05-15,42.5,41.65,0.0,100.0,15.8,3.0,66.17886178861788
8,1.6864717283310948,2020-05-15,42.5,41.65,0.0,92.5,9.55,3.0,69.89837398373983
9,1.4432004788682737,2020-05-15,42.5,41.65,0.0,90.0,7.75,3.0,71.78861788617887
10,1.3271916559749404,2020-05-15,120.0,0.0,1.0,110.0,25.75,3.0,65.32520325203251
11,1.322407467951157,2020-05-15,115.0,0.0,1.0,110.0,25.75,3.0,65.32520325203251
12,0.8770879774464506,2020-05-15,42.5,41.65,0.0,85.0,4.9,3.0,76.869918699187
13,0.6198353646201372,2020-05-15,42.5,41.65,0.0,82.5,3.8,3.0,80.08130081300813
14,0.46437570729257666,2020-05-15,120.0,0.0,1.0,85.0,4.9,3.0,76.36178861788619
15,0.4595915192687932,2020-05-15,115.0,0.0,1.0,85.0,4.9,3.0,76.28048780487805
16,0.4520117950428098,2020-05-15,110.0,0.01,1.0,85.0,4.9,3.0,76.15853658536585
17,0.44253677009742676,2020-05-15,105.0,0.07,1.0,85.0,4.9,3.0,75.54878048780488
18,0.40578539040376954,2020-05-15,42.5,41.65,0.0,80.0,2.92,3.0,83.80081300813008
19,0.3139336383921166,2020-05-15,120.0,0.0,2.0,85.0,4.9,3.0,76.09756097560975
20,0.30436526234454964,2020-05-15,115.0,0.0,2.0,85.0,4.9,3.0,76.01626016260163
21,0.28920581389258293,2020-05-15,110.0,0.01,2.0,85.0,4.9,3.0,75.73170731707317
22,0.23561143941894874,2020-05-15,42.5,41.65,0.0,77.5,2.23,3.0,87.3170731707317
23,0.09534991202655387,2020-05-15,42.5,41.65,0.0,75.0,1.71,3.0,89.95934959349593
24,2.0515398695129847,2020-06-19,37.5,46.65,0.0,110.0,25.75,3.0,66.70071501532175
25,1.965843549986238,2020-06-19,37.5,46.65,0.0,105.0,20.75,3.0,66.70071501532175
26,1.8930210700611136,2020-06-19,37.5,46.65,0.0,97.5,13.9,3.0,68.66189989785495
27,1.8111899037577295,2020-06-19,37.5,46.65,0.0,100.0,15.9,3.0,67.21144024514811
28,1.755075186056315,2020-06-19,37.5,46.65,0.0,95.0,11.8,3.0,69.94892747701736
29,1.587304809242466,2020-06-19,37.5,46.65,0.0,92.5,9.9,3.0,72.05311542390194
30,1.3567486801823017,2020-06-19,37.5,46.65,0.0,90.0,8.15,3.0,74.1164453524004
31,1.3381958017467108,2020-06-19,110.0,0.05,1.0,110.0,25.75,3.0,65.96527068437182
32,1.3244419282631297,2020-06-19,105.0,0.15,1.0,110.0,25.75,3.0,66.21041879468845
33,1.2777019510993683,2020-06-19,100.0,0.45,1.0,110.0,25.75,3.0,67.31358529111337
34,1.1120759158718987,2020-06-19,37.5,46.65,0.0,87.5,6.6,3.0,76.44535240040858
35,0.9303841769759418,2020-06-19,37.5,46.65,0.0,85.0,5.35,3.0,79.20326864147088
36,0.7048577958666613,2020-06-19,37.5,46.65,0.0,82.5,4.25,3.0,82.43105209397345
37,0.4973290323439298,2020-06-19,110.0,0.05,1.0,85.0,5.35,3.0,77.44637385086823
38,0.49460817086506675,2020-06-19,37.5,46.65,0.0,80.0,3.35,3.0,84.86210418794688
39,0.4835751588603485,2020-06-19,105.0,0.15,1.0,85.0,5.35,3.0,77.01736465781408
40,0.4368351816965867,2020-06-19,100.0,0.45,1.0,85.0,5.35,3.0,75.42390194075588
41,0.39873184810562556,2020-06-19,87.5,3.4,1.0,110.0,25.75,3.0,76.60878447395302
42,0.33445960846056577,2020-06-19,87.5,3.4,1.0,105.0,20.75,3.0,75.0561797752809
43,0.32818424651197164,2020-06-19,110.0,0.05,1.0,82.5,4.25,3.0,80.93973442288049
44,0.31061295988135096,2020-06-19,37.5,46.65,0.0,77.5,2.63,3.0,87.17058222676201
45,0.1539480988324168,2020-06-19,37.5,46.65,0.0,75.0,2.05,3.0,88.90704800817161
46,0.03443207139316384,2020-06-19,37.5,46.65,0.0,72.5,1.59,3.0,90.45965270684371
47,0.03250061952298749,2020-06-19,110.0,0.05,1.0,77.5,2.63,3.0,85.80183861082737
48,1.546821285818153,2021-01-15,35.0,49.0,0.0,105.0,21.75,3.0,65.87987355110643
49,1.4182799077116999,2021-01-15,35.0,49.0,0.0,100.0,17.7,3.0,67.54478398314015
50,1.3367248411334771,2021-01-15,35.0,49.0,0.0,97.5,15.8,3.0,68.40885142255006
51,1.2501889515685103,2021-01-15,35.0,49.0,0.0,95.0,14.0,3.0,69.58904109589041
52,1.1675803273506287,2021-01-15,35.0,49.0,0.0,92.5,12.35,3.0,71.04320337197049
53,1.162657338998868,2021-01-15,110.0,0.72,1.0,125.0,40.55,3.0,65.12118018967334
54,1.1496809188866879,2021-01-15,115.0,0.4,1.0,110.0,26.1,3.0,65.28977871443625
55,1.1362589831952847,2021-01-15,110.0,0.72,1.0,120.0,35.55,3.0,65.10010537407797
56,1.1044699384521954,2021-01-15,125.0,0.12,1.0,105.0,21.75,3.0,65.69020021074816
57,1.1038742068386518,2021-01-15,120.0,0.22,1.0,105.0,21.75,3.0,65.75342465753425
58,0.8775874775087902,2021-01-15,35.0,49.0,0.0,85.0,8.2,3.0,76.69125395152793
59,0.7801550174584224,2021-01-15,35.0,49.0,0.0,82.5,7.05,3.0,78.75658587987355
60,0.6996304274678056,2021-01-15,35.0,49.0,0.0,80.0,6.05,3.0,81.01159114857745
61,0.6183784162291822,2021-01-15,35.0,49.0,0.0,77.5,5.15,3.0,82.46575342465754
62,0.602544582220172,2021-01-15,125.0,0.12,1.0,85.0,8.2,3.0,76.10115911485775
63,0.6019488506066288,2021-01-15,120.0,0.22,1.0,85.0,8.2,3.0,75.65858798735512
64,0.5294702371823963,2021-01-15,125.0,0.12,1.0,82.5,7.05,3.0,77.9768177028451
65,0.5288745055688531,2021-01-15,120.0,0.22,1.0,82.5,7.05,3.0,77.57639620653319
66,0.5129656778783332,2021-01-15,115.0,0.4,1.0,82.5,7.05,3.0,76.43835616438356
67,0.48411856617032223,2021-01-15,125.0,0.12,2.0,85.0,8.2,3.0,75.86933614330876
68,0.5346986036692857,2021-01-15,35.0,49.0,0.0,75.0,4.35,3.0,85.12118018967334
69,0.47225096924644583,2021-01-15,35.0,49.0,0.0,72.5,3.7,3.0,87.81875658587988
70,0.4005995118809282,2021-01-15,35.0,49.0,0.0,70.0,3.1,3.0,89.86301369863014
71,0.34560630375388784,2021-01-15,35.0,49.0,0.0,67.5,2.64,3.0,91.33825079030558
72,0.2985422010234151,2021-01-15,125.0,0.12,1.0,72.5,3.7,3.0,86.87038988408851
73,0.2979464694098719,2021-01-15,120.0,0.22,1.0,72.5,3.7,3.0,85.98524762908325
74,0.2795215025400045,2021-01-15,35.0,49.0,0.0,65.0,2.21,3.0,92.11801896733404
75,0.2448036079992774,2021-01-15,125.0,0.12,1.0,70.0,3.1,3.0,88.89357218124341
76,0.24420787638573413,2021-01-15,120.0,0.22,1.0,70.0,3.1,3.0,87.73445732349843
77,0.24091666121291658,2021-01-15,125.0,0.12,2.0,72.5,3.7,3.0,86.82824025289779
78,0.8870967053210022,2022-01-21,40.0,42.25,0.0,92.5,15.15,3.0,70.51339285714285
79,0.8631916094595371,2022-01-21,40.0,42.25,0.0,90.0,13.7,3.0,72.56696428571429
80,0.8486726454036106,2022-01-21,40.0,42.25,0.0,87.5,12.4,3.0,74.33035714285714
81,0.8455273440251632,2022-01-21,40.0,42.25,0.0,95.0,16.35,3.0,68.21428571428572
82,0.39161947911763695,2022-01-21,125.0,0.81,1.0,90.0,13.7,3.0,66.31696428571429
83,0.3807302560756921,2022-01-21,125.0,0.81,1.0,87.5,12.4,3.0,67.54464285714286
84,0.35677087988454526,2022-01-21,120.0,1.19,1.0,90.0,13.7,3.0,65.78125
85,0.35278562683257103,2022-01-21,125.0,0.81,1.0,85.0,11.1,3.0,68.97321428571428
86,0.3458816568426004,2022-01-21,120.0,1.19,1.0,87.5,12.4,3.0,67.03125
87,0.3179370275994794,2022-01-21,120.0,1.19,1.0,85.0,11.1,3.0,68.50446428571428
88,0.8114131397461158,2022-01-21,40.0,42.25,0.0,85.0,11.1,3.0,75.84821428571429
89,0.7551857949532759,2022-01-21,40.0,42.25,0.0,82.5,9.8,3.0,77.5
90,0.7260666244240288,2022-01-21,40.0,42.25,0.0,80.0,8.75,3.0,78.81696428571429
91,0.7248657569676861,2022-01-21,40.0,42.25,0.0,77.5,7.95,3.0,80.37946428571429
92,0.6768325869975362,2022-01-21,40.0,42.25,0.0,75.0,7.0,3.0,82.38839285714286
93,0.23085701589834326,2022-01-21,125.0,0.81,1.0,72.5,6.25,3.0,76.98660714285714
94,0.19600841666525154,2022-01-21,120.0,1.19,1.0,72.5,6.25,3.0,75.95982142857143
95,0.19383919042042014,2022-01-21,125.0,0.81,1.0,70.0,5.45,3.0,78.41517857142857
96,0.1589905911873284,2022-01-21,120.0,1.19,1.0,70.0,5.45,3.0,77.41071428571429
97,0.13761603587643476,2022-01-21,125.0,0.81,1.0,65.0,4.2,3.0,82.23214285714285
98,0.648841658500479,2022-01-21,40.0,42.25,0.0,72.5,6.25,3.0,85.11160714285714
99,0.599484557863248,2022-01-21,40.0,42.25,0.0,70.0,5.45,3.0,86.69642857142857
100,0.5245203518046009,2022-01-21,40.0,42.25,0.0,65.0,4.2,3.0,90.78125
101,0.4353772656511631,2022-01-21,40.0,42.25,0.0,60.0,3.15,3.0,95.625
102,0.2514238415751771,2022-01-21,40.0,42.25,0.0,55.0,1.87,3.0,99.44196428571428
103,0.22584385992265138,2022-01-21,40.0,42.25,0.0,50.0,1.7,3.0,99.95535714285714
104,0.15590896721526393,2022-01-21,40.0,42.25,0.0,45.0,1.31,3.0,99.95535714285714
105,0.15390245612707412,2022-01-21,40.0,42.25,0.0,47.5,1.3,3.0,99.95535714285714
106,0.11820428696771375,2022-01-21,40.0,42.25,0.0,42.5,1.1,3.0,99.95535714285714
107,0.07075872126135663,2022-01-21,125.0,0.81,1.0,60.0,3.15,3.0,87.25446428571428
