,(Percent * Avg Return)/(Contract * Day),Strike Date,Call Price,Call Amount,Put Price,Put Amount,Percent Chance In Money
0,0.6591517353368325,2022-01-21,23.0,0.0,65.0,2.0,74.66397849462365
1,0.6518288518863323,2022-01-21,23.0,0.0,65.0,1.0,74.57437275985663
2,0.5700916651619167,2021-01-15,18.0,0.0,65.0,2.0,69.52844153097907
3,0.5579960375500926,2021-01-15,18.0,0.0,65.0,1.0,69.44385705223091
4,0.47980603026451574,2021-01-15,18.0,0.0,60.0,2.0,72.67921336434765
5,0.4753811159654905,2022-01-21,23.0,0.0,60.0,2.0,77.08333333333334
6,0.46767620930515513,2022-01-21,23.0,0.0,60.0,1.0,76.92652329749103
7,0.4671920859292763,2021-01-15,18.0,0.0,60.0,1.0,72.57348276591246
8,0.4633540032320263,2020-07-17,40.0,0.0,75.0,2.0,61.04136653632435
9,0.4591385664667276,2020-07-17,40.0,0.0,70.0,2.0,61.72051862523153
10,0.45305208371935896,2020-07-17,40.0,0.0,65.0,2.0,63.81971599094464
11,0.4447480753049842,2020-07-17,40.0,0.0,75.0,1.0,60.8973039720107
12,0.4405063845135967,2020-07-17,40.0,0.0,70.0,1.0,61.59703642724841
13,0.43357786122078534,2020-07-17,40.0,0.0,65.0,1.0,63.655073060300474
14,0.42612577326225404,2020-04-17,25.0,0.0,75.0,2.0,57.29082047116165
15,0.3978927667638999,2020-04-17,25.0,0.0,75.0,1.0,57.026807473598694
16,0.38068804045987203,2022-01-21,23.0,0.0,55.0,2.0,79.83870967741935
17,0.3733805671213828,2022-01-21,23.0,0.0,55.0,1.0,79.77150537634408
18,0.3264116290583063,2021-01-15,65.0,1.0,65.0,2.0,71.15669274688095
19,0.28621150930836814,2021-01-15,18.0,0.0,55.0,2.0,76.52780714738844
20,0.2789601113591356,2020-07-17,75.0,1.0,75.0,2.0,61.06194690265486
21,0.27590548509908047,2020-07-17,75.0,1.0,70.0,2.0,61.761679357892575
22,0.27565503627676446,2020-04-17,25.0,0.0,65.0,2.0,58.996750609260765
23,0.2731926173189029,2021-01-15,18.0,0.0,55.0,1.0,76.40093042926624
24,0.27036918728442944,2020-07-17,75.0,1.0,65.0,2.0,63.757974891953076
25,0.2693635963828654,2021-01-15,60.0,1.0,65.0,2.0,72.31972932966801
26,0.2653507431492875,2020-07-17,70.0,1.0,75.0,2.0,61.35007203128215
27,0.262692823655522,2022-01-21,65.0,1.0,65.0,2.0,74.4399641577061
28,0.26200978712772977,2020-07-17,70.0,1.0,70.0,2.0,62.02922412018934
29,0.26067452515505024,2021-01-15,65.0,1.0,60.0,2.0,74.011418904631
30,0.25774592370100996,2020-04-17,25.0,0.0,70.0,2.0,56.78310316815597
31,0.25592716319819125,2020-07-17,70.0,1.0,65.0,2.0,64.02551965424983
32,0.2515712706739419,2022-01-21,23.0,0.0,50.0,2.0,82.79569892473118
33,0.2472808066155283,2020-04-17,25.0,0.0,65.0,1.0,58.712428919577576
34,0.24405494377392012,2022-01-21,23.0,0.0,50.0,1.0,82.70609318996416
35,0.2347621426611661,2020-07-17,40.0,0.0,60.0,2.0,66.18645811895452
