,(Percent * Avg Return)/(Contract * Day),Strike Date,Call Strike,Call Bid Price,Call Size,Put Strike,Put Bid Price,Put Size,Percent Chance In Money
0,1.54927350868203,2020-04-17,25.0,32.5,0.0,65.0,7.7,3.0,65.2547869325247
1,0.9393711408317515,2020-04-17,25.0,32.5,0.0,60.0,4.2,3.0,72.6210593026348
2,0.17341461643619444,2020-04-17,75.0,0.15,1.0,60.0,4.2,3.0,68.85577064816866
3,0.3231993114044658,2020-04-17,25.0,32.5,0.0,55.0,1.9,3.0,82.29853053737403
4,0.8413922198216778,2020-07-17,35.0,22.7,0.0,65.0,8.6,3.0,67.28000723956316
5,0.419653705312966,2020-07-17,35.0,22.7,0.0,60.0,5.3,3.0,73.3413644327345
6,0.024756258129150346,2020-07-17,35.0,22.7,0.0,55.0,2.9,3.0,80.29522244266603
7,1.7309592439669614,2021-01-15,18.0,39.5,0.0,75.0,18.0,3.0,71.35204573094688
8,1.1721968765031352,2021-01-15,18.0,39.5,0.0,70.0,13.0,3.0,71.35204573094688
9,1.1496490067933496,2021-01-15,75.0,1.3,1.0,75.0,18.0,3.0,72.55684189002706
10,0.9123152107580947,2021-01-15,70.0,2.2,1.0,75.0,18.0,3.0,72.5735472762991
11,0.8125061225878619,2021-01-15,75.0,1.3,2.0,75.0,18.0,3.0,68.8157436285368
12,0.7312513219766229,2021-01-15,75.0,1.3,1.0,65.0,10.3,3.0,72.07832164598707
13,0.7305772311954796,2021-01-15,75.0,1.3,1.0,70.0,13.0,3.0,70.74196648059521
14,0.5619112005807227,2021-01-15,75.0,1.3,3.0,75.0,18.0,3.0,68.16003642524524
15,0.5560711413234277,2021-01-15,65.0,3.5,1.0,75.0,18.0,3.0,69.72905064100782
16,0.49391752594136784,2021-01-15,70.0,2.2,1.0,65.0,10.3,3.0,66.09370074980049
17,1.1730956642113257,2021-01-15,18.0,39.5,0.0,65.0,10.3,3.0,75.72890284125245
18,0.7349653015169159,2021-01-15,18.0,39.5,0.0,60.0,7.0,3.0,78.05453044095184
19,0.4782848722454693,2021-01-15,18.0,39.5,0.0,55.0,4.8,3.0,81.67488230790151
20,0.21501102610556122,2021-01-15,18.0,39.5,0.0,50.0,3.0,3.0,84.96608715746319
21,0.10514365113036851,2021-01-15,18.0,39.5,0.0,47.0,2.2,3.0,86.85266247488374
22,0.04548830827688055,2021-01-15,18.0,39.5,0.0,45.0,1.75,3.0,88.53163071728214
23,0.6796525222101364,2022-01-21,75.0,3.4,1.0,75.0,19.5,3.0,70.03286125623575
24,0.3980172851029081,2022-01-21,75.0,3.4,1.0,70.0,15.0,3.0,66.75598963684521
25,0.2797208317279764,2022-01-21,75.0,3.4,1.0,65.0,12.1,3.0,65.09611049740438
26,1.4741520775931531,2022-01-21,23.0,34.3,0.0,75.0,19.5,3.0,75.31769966456243
27,1.0986384281168486,2022-01-21,23.0,34.3,0.0,70.0,15.0,3.0,75.95471411662706
28,0.9409098236169396,2022-01-21,23.0,34.3,0.0,65.0,12.1,3.0,78.16176682973169
29,0.6163339823476324,2022-01-21,23.0,34.3,0.0,60.0,8.6,3.0,79.38740145297002
30,0.40985973252299457,2022-01-21,23.0,34.3,0.0,55.0,6.1,3.0,81.64021380806845
31,0.2768944850388278,2022-01-21,23.0,34.3,0.0,50.0,4.3,3.0,83.5395511704473
32,0.21722795467110464,2022-01-21,23.0,34.3,0.0,45.0,3.1,3.0,86.42627533959906
33,0.2115536414250933,2022-01-21,23.0,34.3,0.0,47.0,3.4,3.0,85.14886906536172
34,0.1880084087615633,2022-01-21,23.0,34.3,0.0,42.0,2.5,3.0,88.13788270609655
35,0.1620226534972012,2022-01-21,23.0,34.3,0.0,40.0,2.1,3.0,89.05969543452794
36,0.13068913484784558,2022-01-21,23.0,34.3,0.0,38.0,1.7,3.0,89.8893492250584
37,0.11341085188880033,2022-01-21,23.0,34.3,0.0,35.0,1.3,3.0,91.36323123991069
38,0.09059325345011647,2022-01-21,23.0,34.3,0.0,33.0,1.0,3.0,92.92625083776854
39,0.07150909454299094,2022-01-21,23.0,34.3,0.0,30.0,0.7,3.0,95.18975566684873
40,0.06039655944117426,2022-01-21,23.0,34.3,0.0,28.0,0.55,3.0,96.76466316661477
41,0.02740796587043005,2022-01-21,23.0,34.3,0.0,25.0,0.3,3.0,98.55850987855939
