,(Percent * Avg Return)/(Contract * Day),Strike Date,Call Strike,Call Bid Price,Call Size,Put Strike,Put Bid Price,Put Size,Percent Chance In Money
0,1.6533601178858233,2020-01-10,380.0,114.5,0.0,512.5,20.2,3.0,65.08982035928143
1,0.43885444004951957,2020-01-10,380.0,114.5,0.0,510.0,18.5,3.0,65.96806387225548
2,12.233267827784362,2020-01-17,185.0,306.0,0.0,520.0,27.9,3.0,66.51348651348651
3,8.419778457045147,2020-01-17,800.0,0.0,1.0,520.0,27.9,3.0,66.35364635364635
4,8.419778457045147,2020-01-17,780.0,0.0,1.0,520.0,27.9,3.0,66.35364635364635
5,8.419778457045147,2020-01-17,820.0,0.0,1.0,520.0,27.9,3.0,66.35364635364635
6,8.419778457045147,2020-01-17,760.0,0.0,1.0,520.0,27.9,3.0,66.35364635364635
7,8.419778457045147,2020-01-17,840.0,0.0,1.0,520.0,27.9,3.0,66.35364635364635
8,8.419778457045147,2020-01-17,860.0,0.0,1.0,520.0,27.9,3.0,66.35364635364635
9,8.405413491633196,2020-01-17,740.0,0.0,1.0,520.0,27.9,3.0,66.35364635364635
10,8.364998369231296,2020-01-17,720.0,0.0,1.0,520.0,27.9,3.0,66.31368631368632
11,8.273579968761133,2020-01-17,700.0,0.0,1.0,520.0,27.9,3.0,66.27372627372627
12,2.159903668096621,2020-01-17,185.0,306.0,0.0,490.0,11.1,3.0,76.34365634365633
13,0.864755337279362,2020-01-17,860.0,0.0,1.0,490.0,11.1,3.0,76.18381618381619
14,0.864755337279362,2020-01-17,840.0,0.0,1.0,490.0,11.1,3.0,76.18381618381619
15,0.864755337279362,2020-01-17,820.0,0.0,1.0,490.0,11.1,3.0,76.18381618381619
16,0.864755337279362,2020-01-17,800.0,0.0,1.0,490.0,11.1,3.0,76.18381618381619
17,0.864755337279362,2020-01-17,780.0,0.0,1.0,490.0,11.1,3.0,76.18381618381619
18,0.864755337279362,2020-01-17,760.0,0.0,1.0,490.0,11.1,3.0,76.18381618381619
19,0.8503903718674087,2020-01-17,740.0,0.0,1.0,490.0,11.1,3.0,76.16383616383617
20,0.8099752494655079,2020-01-17,720.0,0.0,1.0,490.0,11.1,3.0,76.1038961038961
21,0.7839374678251039,2020-01-17,185.0,306.0,0.0,480.0,7.9,3.0,80.71928071928072
22,0.32041913962549984,2020-01-17,185.0,306.0,0.0,420.0,1.25,3.0,96.8031968031968
23,0.2345272831426507,2020-01-17,185.0,306.0,0.0,430.0,1.65,3.0,95.22477522477523
24,16.08576247339957,2020-01-24,350.0,141.8,0.0,530.0,36.2,3.0,65.32
25,13.698992865947067,2020-01-24,350.0,141.8,0.0,525.0,32.1,3.0,65.92
26,12.437933063844163,2020-01-24,350.0,141.8,0.0,520.0,28.6,3.0,67.10000000000001
27,12.423610746277335,2020-01-24,350.0,141.8,0.0,522.5,30.1,3.0,66.38000000000001
28,11.105535703459699,2020-01-24,350.0,141.8,0.0,517.5,26.7,3.0,67.5
29,10.468262358842505,2020-01-24,350.0,141.8,0.0,515.0,25.1,3.0,68.5
30,9.6599166147149,2020-01-24,350.0,141.8,0.0,512.5,23.5,3.0,69.32000000000001
31,8.963960823044847,2020-01-24,350.0,141.8,0.0,510.0,22.0,3.0,70.14
32,8.083107659598792,2020-01-24,350.0,141.8,0.0,507.5,20.5,3.0,70.86
33,7.010405358032735,2020-01-24,350.0,141.8,0.0,505.0,19.0,3.0,71.74000000000001
34,4.67811774162846,2020-01-24,350.0,141.8,0.0,495.0,14.2,3.0,75.38
35,3.9892545734292364,2020-01-24,350.0,141.8,0.0,492.5,13.1,3.0,76.28
36,3.4532614353997895,2020-01-24,350.0,141.8,0.0,490.0,12.1,3.0,77.26
37,2.7477840688498802,2020-01-24,350.0,141.8,0.0,487.5,11.1,3.0,78.08
38,2.4885877183228207,2020-01-24,350.0,141.8,0.0,485.0,10.3,3.0,78.98
39,2.105818407512573,2020-01-24,350.0,141.8,0.0,482.5,9.5,3.0,80.08000000000001
40,1.8779199790714032,2020-01-24,350.0,141.8,0.0,480.0,8.8,3.0,81.10000000000001
41,1.5300902316373197,2020-01-24,350.0,141.8,0.0,477.5,8.1,3.0,82.30000000000001
42,1.3657347043133188,2020-01-24,350.0,141.8,0.0,475.0,7.5,3.0,83.18
43,1.098986448817835,2020-01-24,350.0,141.8,0.0,472.5,6.9,3.0,84.17999999999999
44,0.7153831072104483,2020-01-24,350.0,141.8,0.0,470.0,6.3,3.0,85.10000000000001
45,0.5341139402263883,2020-01-24,350.0,141.8,0.0,465.0,5.4,3.0,86.96000000000001
46,0.5243437813041837,2020-01-24,350.0,141.8,0.0,467.5,5.8,3.0,86.08
47,0.4472851033616786,2020-01-24,350.0,141.8,0.0,462.5,5.0,3.0,87.96000000000001
48,0.27333109250364673,2020-01-24,350.0,141.8,0.0,460.0,4.6,3.0,88.9
49,0.027118258633759627,2020-01-24,350.0,141.8,0.0,457.5,4.2,3.0,89.62
