,(Percent * Avg Return)/(Contract * Day),Strike Date,Call Price,Call Amount,Put Price,Put Amount,Percent Chance In Money
0,0.38840694299040057,2020-01-17,20.0,0.0,46.0,2.0,56.06333934656244
1,0.3766086156167974,2020-07-17,22.0,0.0,50.0,2.0,59.04507100226384
2,0.3676228779139882,2020-01-17,20.0,0.0,55.0,2.0,55.52214872719984
3,0.3673083259701231,2020-01-17,20.0,0.0,52.5,2.0,55.52214872719984
4,0.3664197461060703,2020-06-19,20.0,0.0,52.5,2.0,60.38122566099611
5,0.3636318146172952,2020-07-17,22.0,0.0,49.0,2.0,59.04507100226384
6,0.36340112394905383,2020-07-17,22.0,0.0,48.0,2.0,59.312615764560604
7,0.3628336841915762,2020-06-19,20.0,0.0,49.0,2.0,60.68866571018652
8,0.3623572336970456,2020-01-17,20.0,0.0,50.0,2.0,55.52214872719984
9,0.3577495060654637,2020-01-17,20.0,0.0,49.0,2.0,55.52214872719984
10,0.3577486427931139,2020-07-17,22.0,0.0,50.0,1.0,58.73636550730603
11,0.3558980401915817,2020-06-19,20.0,0.0,55.0,2.0,59.95080959212954
12,0.35450735923034515,2020-07-17,22.0,0.0,47.0,2.0,59.7036427248405
13,0.35062183877466657,2020-01-17,20.0,0.0,48.0,2.0,55.52214872719984
14,0.35050903165308106,2020-06-19,20.0,0.0,50.0,2.0,60.38122566099611
15,0.35041315491036135,2020-06-19,20.0,0.0,47.0,2.0,61.09858577577373
16,0.3491521379887966,2020-06-19,20.0,0.0,48.0,2.0,60.68866571018652
17,0.3483473741219282,2021-01-15,20.0,0.0,50.0,2.0,58.93423556777332
18,0.3461496485896029,2020-06-19,20.0,0.0,60.0,2.0,59.6023775363804
19,0.3448396884352963,2020-07-17,22.0,0.0,49.0,1.0,58.73636550730603
20,0.3447821858209665,2020-07-17,22.0,0.0,48.0,1.0,59.04507100226384
21,0.34431398372105965,2020-06-19,20.0,0.0,52.5,1.0,59.95080959212954
