,(Percent * Avg Return)/(Contract * Day),Strike Date,Call Price,Call Amount,Put Price,Put Amount,Percent Chance In Money
0,1.9350438016584144,2022-01-21,65.0,0.0,170.0,2.0,75.75078440161363
1,1.9278500617468732,2022-01-21,65.0,0.0,170.0,1.0,75.72837292693859
2,1.921142521851848,2022-01-21,65.0,0.0,155.0,2.0,79.82967279246974
3,1.9141626866648085,2022-01-21,65.0,0.0,155.0,1.0,79.82967279246974
4,1.83819185111625,2022-01-21,65.0,0.0,175.0,2.0,74.20439264903631
5,1.8294909863436957,2022-01-21,65.0,0.0,175.0,1.0,74.11474675033617
6,1.8272155929055518,2022-01-21,65.0,0.0,160.0,2.0,77.4764679515912
7,1.8178085293034576,2022-01-21,65.0,0.0,160.0,1.0,77.36441057821605
8,1.797339706593205,2022-01-21,65.0,0.0,190.0,2.0,71.94083370685792
9,1.787143909218501,2022-01-21,65.0,0.0,190.0,1.0,71.78395338413267
10,1.769040356116003,2022-01-21,65.0,0.0,145.0,2.0,83.79650380995069
11,1.7612425122276392,2022-01-21,65.0,0.0,145.0,1.0,83.77409233527567
12,1.7415382961964017,2022-01-21,65.0,0.0,185.0,2.0,72.05289108023308
13,1.7341589528566903,2022-01-21,65.0,0.0,185.0,1.0,72.008068130883
14,1.7336813334111556,2022-01-21,65.0,0.0,165.0,2.0,75.34737785746302
15,1.7270934036248482,2022-01-21,65.0,0.0,165.0,1.0,75.34737785746302
16,1.7138929568579215,2022-01-21,65.0,0.0,180.0,2.0,72.43388614970866
17,1.7070314364466994,2022-01-21,65.0,0.0,180.0,1.0,72.41147467503362
18,1.664911832105585,2022-01-21,65.0,0.0,195.0,2.0,70.32720753025549
19,1.663178419479065,2022-01-21,65.0,0.0,200.0,2.0,70.03585835948005
20,1.6577056261473402,2022-01-21,65.0,0.0,195.0,1.0,70.28238458090541
21,1.6554641248909368,2022-01-21,65.0,0.0,200.0,1.0,69.96862393545496
22,1.619955202799964,2022-01-21,65.0,0.0,150.0,2.0,80.03137606454504
23,1.6111510024026612,2022-01-21,65.0,0.0,150.0,1.0,79.94173016584492
24,1.510565007502664,2022-01-21,65.0,0.0,140.0,2.0,85.20842671447781
25,1.5023241888932228,2022-01-21,65.0,0.0,140.0,1.0,85.16360376512775
26,1.492813433991228,2022-01-21,65.0,0.0,135.0,2.0,87.56163155535634
27,1.4840171799336734,2022-01-21,65.0,0.0,135.0,1.0,87.49439713133124
28,1.3774371272969903,2022-01-21,65.0,0.0,130.0,2.0,88.88390856118332
